Gene to number of 16s copies	STAS	SWHAS104
Q7N8V7	0	0
Q7UAH8	0	0
Q7VXA0	0	0
Q7W866	0	0
Q81T84	0	0
Q81W73	0	0
Q83LR7	0	0
Q83MG8	0	0
Q83P87	0	0
Q83QT8	0	0
Q880L3	0	0
Q8CVH8	0	0
Q8CXK5	0	0
Q8D9N8	0	0
Q8DF90	0	0
Q8FCI8	0	0
Q8FFM1	0	0
Q8FL96	0	0
Q8X5R9	0	0
Q8XB84	0	0
Q8XL56	0	0
Q8Y1I9	0	0
Q8Y6I2	0	0
Q8Z6N7	0	0
Q8ZPP2	0	0
Q92AV8	0	0
Q97KF6	0	0
Q99WP2	0	0
Q9I2E5	0	0
Q9KBZ6	0	0
Q9KHL7	0	0
Q9KIN5	0	0
S00464	0	0
S46063.1.gene1.p2	0	0
S48276.1.gene1.p01	0	0
S81599.1.gene1.p01	0	0
T44117	0	0
U09991.1.gene2.p01	0	0
U10251.1.gene1.p01	0	0
U12338.3.gene5.p01	0	0
U12338.3.gene8.p01	0	0
U14748.1.gene2.p01	0	0
U19459.gene.p01	0	0
U20270.1.gene1.p01	0	0
U37195.1.gene1.p1	0	0
U38243.1.gene1.p01	0	0
U41471.1.gene1.p01	0	0
U50278.1.gene2.p01	0	0
U51479.gene.p01	0	0
U56415.1.orf0.gene.p01	0	0
U57969.gene.p01	0	0
U58210.1.gene4.p01	0	0
U58495.2.gene1.p2	0	0
U59183.1.gene2.p01	0	0
U59183.1.gene3.p01	0	0
U63835.1.gene1.p01	0	0
U70376.2.gene7.p01	0	0
U72743.1.gene1.p01	0	0
U75299.gene.p01	0	0
U82085.gene.p01	0	0
U83488.1.gene4.p01	0	0
U85514.1.gene1.p01	0	0
U92041.1.gene1.p01	0	0
U95363.2.gene1.p01	0	0
U95364.1.gene1.p01	0	0
V00611.gene.p01	0	0
V01278.gene.p01	0	0
V01499.1.gene1.p1	0	0
X01385.gene.p01	0	0
X01702.1.gene3.p1	0	0
X02340.1.orf0.gene.p01	0	0
X02529.1.gene3.p1	0	0
X02872.1.gene2.p1	0	0
X03615.1.gene1.p1	0	0
X04388.gene.p01	0	0
X04515.1.gene1.p1	0	0
X04555.1.orf0.gene.p01	0	0
X05648.1.gene2.p1	0	0
X07753.1.gene1.p1	0	0
X13543.1.gene1.p1	0	0
X15100.gene.p01	0	0
X53527.1.gene1.p1	0	0
X53796.1.gene1.p01	0	0
X53797.1.gene1.p01	0	0
X54606.1.gene1.p01	0	0
X54723.1.gene1.p01	0	0
X55353.1.gene1.p01	0	0
X55652.1.gene2.p01	0	0
X57102.1.gene1.p01	0	0
X57972.1.gene1.p1	0	0
X58272.1.gene1.p01	0	0
X59968.1.gene1.p01	0	0
X60827.1.gene2.p01	0	0
X63451.gene.p01	0	0
X64523.1.gene1.p01	0	0
X65252.1.gene1.p01	0	0
X65253.1.gene1.p01	0	0
X65254.1.gene1.p01	0	0
X74948.gene.p01	0	0
X75562.1.gene1.p01	0	0
X75761.gene.p01	0	0
X77455.1.gene1.p01	0	0
X78117.1.gene1.p01	0	0
X82455.1.gene1.p01	0	0
X90856.1.gene1.p01	0	0
X91840.gene.p01	0	0
X92506.gene.p01	0	0
X92508.1.gene1.p01	0	0
X92946.gene.p01	0	0
X93314.gene.p01	0	0
X95401.1.gene1.p01	0	0
X96858.1.gene1.p01	0	0
X97254.1.gene1.p01	0	0
X98102.1.gene1.p01	0	0
XP_001893601	0	0
XP_001914640	0	0
Y00459.1.gene3.p01	0	0
Y08743.gene.p01	0	0
Y10278.1.gene1.p01	0	0
Y10279.1.gene1.p01	0	0
Y10280.1.gene1.p01	0	0
Y10281.1.gene1.p01	0	0
Y10282.gene.p01	0	0
Y11068.1.gene1.p01	0	0
Y11069.1.gene1.p01	0	0
Y13612.1.gene1.p01	0	0
Y14156.1.gene1.p01	0	0
Y14574.2.gene1.p01	0	0
Y15130.1.gene1.p01	0	0
Y15510.gene.p01	0	0
Y16410.1.gene2.p01	0	0
Y16785.1.gene1.p01	0	0
Y17581.1.gene1.p01	0	0
Y17582.1.gene1.p01	0	0
Y17583.1.gene1.p01	0	0
Y17584.1.gene1.p01	0	0
Y17715.1.gene1.p01	0	0
Y17896.1.gene1.p01	0	0
Y19114.gene.p01	0	0
Y19116.gene.p01	0	0
YP_001007250	0	0
YP_001007833	0	0
YP_001025937	0	0
YP_001025938	0	0
YP_001031495	0	0
YP_001033686	0	0
YP_001058926	0	0
YP_001061519	0	0
YP_001066168	0	0
YP_001066170	0	0
YP_001068559	0	0
YP_001089504	0	0
YP_001101924	0	0
YP_001116030	0	0
YP_001116031	0	0
YP_001116032	0	0
YP_001119417	0	0
YP_001124322	0	0
YP_001126889	0	0
YP_001140148	0	0
YP_001141049	0	0
YP_001143321	0	0
YP_001144056	0	0
YP_001144148	0	0
YP_001144149	0	0
YP_001155044	0	0
YP_001174764	0	0
YP_001175338	0	0
YP_001175677	0	0
YP_001175678	0	0
YP_001176066	0	0
YP_001176128	0	0.0137445329008796
YP_001176309	0	0
YP_001176513	0	0
YP_001177494	0	0
YP_001178158	0	0
YP_001178170	0	0
YP_001186705	0	0
YP_001187667	0	0
YP_001187672	0	0
YP_001220629	0	0
YP_001246098	0	0
YP_001266290	0	0
YP_001268143	0	0
YP_001290033	0	0
YP_001292390	0	0
YP_001308137	0	0
YP_001310303	0	0
YP_001334540	0	0
YP_001334730	0	0
YP_001335662	0	0
YP_001338812	0	0
YP_001338814	0	0
YP_001345920	0	0
YP_001345921	0	0
YP_001345922	0	0
YP_001346276	0	0
YP_001346277	0	0
YP_001346278	0	0
YP_001346370	0	0
YP_001348103	0	0
YP_001348104	0	0
YP_001348105	0	0
YP_001348629	0	0
YP_001348630	0	0.0042483101693628
YP_001348697	0	0
YP_001350280	0	0
YP_001350570	0	0
YP_001350571	0	0
YP_001371127	0	0
YP_001373621	0	0.0279212838175102
YP_001374431	0	0
YP_001374841	0	0
YP_001382798	0	0
YP_001389621	0	0
YP_001389785	0	0
YP_001395695	0	0
YP_001396002	0	0
YP_001401993	0	0
YP_001401994	0	0
YP_001416709	0	0
YP_001419928	0	0
YP_001419960	0	0
YP_001420711	0	0
YP_001422387	0	0
YP_001429537	0	0
YP_001434323	0	0
YP_001436495	0	0
YP_001436507	0	0
YP_001437159	0	0
YP_001438116	0	0
YP_001438541	0.0123382229142081	0.00686164470940359
YP_001439344	0	0
YP_001444376	0	0
YP_001445425	0	0
YP_001451632	0	0
YP_001451669	0	0
YP_001452184	0	0
YP_001453247	0	0
YP_001453560	0	0
YP_001453577	0	0
YP_001453760	0	0
YP_001454848	0	0
YP_001455919	0	0
YP_001455939	0	0
YP_001457641	0	0
YP_001460310	0	0
YP_001460869	0	0
YP_001460870	0	0
YP_001461101	0	0
YP_001461223	0	0
YP_001462039	0	0
YP_001464983	0	0
YP_001465585	0	0
YP_001465586	0	0
YP_001465866	0	0
YP_001476958	0	0
YP_001477358	0	0
YP_001477377	0	0
YP_001477378	0	0
YP_001478113	0	0
YP_001478290	0	0
YP_001478502	0	0
YP_001480516	0	0
YP_001486998	0	0
YP_001487997	0	0
YP_001527590	0	0
YP_001563294	0	0
YP_001569068	0	0
YP_001569069	0	0
YP_001569731	0	0
YP_001570595	0	0
YP_001570858	0	0
YP_001570871	0	0
YP_001571041	0	0.00685105575151871
YP_001571902	0	0
YP_001572361	0	0
YP_001572363	0	0
YP_001572785	0	0
YP_001573343	0	0
YP_001573360	0	0
YP_001579800	0	0
YP_001583349	0	0
YP_001583350	0	0
YP_001587036	0	0
YP_001588578	0	0
YP_001588793	0	0
YP_001590162	0	0
YP_001590869	0	0
YP_001605795	0	0
YP_001605796	0	0
YP_001616633	0	0
YP_001639853	0	0
YP_001644180	0	0
YP_001668663	0	0
YP_001668745	0	0.00419214742869134
YP_001669149	0	0
YP_001670703	0	0
YP_001687825	0	0
YP_001691306	0	0
YP_001693856	0	0
YP_001694417	0	0
YP_001694718	0	0
YP_001696597	0	0
YP_001700011	0	0
YP_001721930	0	0
YP_001726104	0	0
YP_001726662	0	0
YP_001726873	0	0
YP_001726874	0	0
YP_001740011	0	0
YP_001744116	0	0
YP_001744129	0	0
YP_001746870	0	0
YP_001747848	0	0
YP_001749316	0	0
YP_001749617	0	0
YP_001764893	0	0
YP_001764894	0	0
YP_001778538	0	0
YP_001778540	0	0
YP_001779894	0	0
YP_001780068	0	0
YP_001785579	0	0
YP_001785754	0	0
YP_001797193	0	0
YP_001808247	0	0
YP_001811889	0	0
YP_001811890	0	0
YP_001811891	0	0
YP_001816601	0	0
YP_001826640	0	0
YP_001834888	0	0
YP_001836040	0	0
YP_001844878	0	0
YP_001846483	0	0
YP_001848841	0	0
YP_001871463	0	0
YP_001871501	0	0
YP_001878864	0	0
YP_001879172	0	0
YP_001879173	0	0
YP_001880923	0	0
YP_001881802	0	0
YP_001882199	0	0
YP_001882200	0	0
YP_001882481	0	0
YP_001882916	0	0
YP_001886771	0	0
YP_001896735	0	0
YP_001898234	0	0
YP_001908403	0	0
YP_001921729	0	0
YP_001925041	0	0
YP_001949526	0	0
YP_001966009	0	0
YP_001966224	0	0
YP_001966228	0	0
YP_001966247	0	0
YP_001966537	0	0
YP_001967742	0	0
YP_001969930	0	0
YP_001972437	0	0
YP_001973746	0	0
YP_001974111	0	0
YP_001974112	0	0
YP_001974113	0	0
YP_002006347	0	0
YP_002009764	0	0
YP_002022792	0	0
YP_002028533	0	0
YP_002029848	0	0
YP_002029849	0	0
YP_002029850	0.0101562725515174	0
YP_002030218	0	0
YP_002030219	0	0
YP_002030220	0	0
YP_002035949	0	0
YP_002037607	0	0
YP_002038880	0	0
YP_002039320	0	0
YP_002040143	0	0
YP_002040674	0	0
YP_002041176	0	0
YP_002042472	0	0
YP_002043045	0	0
YP_002044935	0	0
YP_002045152	0	0
YP_002045964	0	0
YP_002047829	0	0
YP_002081114	0	0
YP_002081505	0	0
YP_002083353	0	0
YP_002085096	0	0
YP_002086467	0	0
YP_002086937	0	0
YP_002089536	0	0
YP_002090520	0	0
YP_002090521	0	0
YP_002092118	0	0
YP_002095804	0	0
YP_002095805	0	0
YP_002100652	0	0
YP_002100653	0	0
YP_002106217	0	0
YP_002110288	0	0
YP_002112964	0	0
YP_002113107	0	0
YP_002113999	0	0
YP_002114165	0	0
YP_002114436	0	0
YP_002114946	0	0
YP_002115369	0	0
YP_002116141	0	0
YP_002116741	0	0
YP_002146111	0	0.00712597773191673
YP_002147194	0	0
YP_002150494	0	0
YP_002152117	0	0
YP_002181880	0	0
YP_002188856	0	0
YP_002193132	0	0
YP_002196817	0	0
YP_002201843	0	0
YP_002203876	0	0
YP_002214869	0	0
YP_002215174	0	0
YP_002215984	0	0
YP_002217166	0	0
YP_002217186	0	0
YP_002217746	0	0
YP_002225584	0	0
YP_002225919	0	0
YP_002225954	0	0
YP_002226185	0	0
YP_002226896	0	0
YP_002226908	0	0
YP_002227903	0	0
YP_002228414	0	0
YP_002229045	0	0
YP_002235155	0	0
YP_002235907	0	0
YP_002236533	0	0
YP_002236547	0	0
YP_002237398	0	0
YP_002238177	0	0
YP_002238610	0	0
YP_002239313	0	0
YP_002239469	0	0
YP_002239509	0	0
YP_002240036	0	0
YP_002240037	0	0
YP_002240485	0	0
YP_002242988	0	0
YP_002243220	0	0
YP_002243989	0	0
YP_002244306	0	0
YP_002245675	0	0
YP_002256705	0	0
YP_002260505	0	0
YP_002269113	0	0
YP_002269553	0	0
YP_002271667	0	0
YP_002272991	0	0
YP_002286768	0	0
YP_002292212	0	0
YP_002293726	0	0
YP_002295057	0	0
YP_002295271	0	0
YP_002295654	0	0
YP_002315561	0	0
YP_002328441	0	0
YP_002329903	0	0
YP_002331449	0	0
YP_002331481	0	0
YP_002331861	0	0
YP_002331862	0	0
YP_002331863	0	0
YP_002332257	0	0
YP_002332890	0	0
YP_002333391	0	0
YP_002333393	0	0
YP_002333394	0	0
YP_002333396	0	0
YP_002349827	0	0
YP_002366749	0	0
YP_002367214	0	0
YP_002368151	0	0
YP_002382152	0	0
YP_002382193	0.00615959122337397	0
YP_002382998	0	0
YP_002383389	0	0
YP_002383660	0	0
YP_002383661	0	0
YP_002384075	0	0
YP_002384137	0	0
YP_002384138	0	0
YP_002384189	0	0
YP_002384997	0	0
YP_002385033	0	0
YP_002385298	0	0
YP_002385300	0	0
YP_002385941	0	0
YP_002386378	0	0
YP_002387665	0	0
YP_002388977	0	0.00428108401830677
YP_002389553	0	0
YP_002389784	0	0
YP_002393667	0	0
YP_002394083	0	0
YP_002394084	0	0
YP_002394085	0	0
YP_002394587	0	0
YP_002394666	0.0366184872729021	0
YP_002396141	0	0
YP_002396538	0	0
YP_002397219	0	0
YP_002398143	0	0
YP_002398630	0	0
YP_002399550	0	0
YP_002400009	0	0
YP_002400010	0	0
YP_002400178	0	0
YP_002400589	0	0
YP_002400590	0	0
YP_002400591	0	0
YP_002401190	0	0
YP_002401592	0	0
YP_002401983	0	0
YP_002402255	0	0
YP_002405849	0	0
YP_002408074	0	0
YP_002408235	0	0
YP_002409908	0	0
YP_002410375	0	0
YP_002410376	0	0
YP_002411785	0	0
YP_002411827	0	0
YP_002413233	0	0
YP_002414661	0	0
YP_002414662	0	0
YP_002415221	0	0
YP_002415222	0	0
YP_002418004	0	0
YP_002421432	0	0
YP_002434803	0	0
YP_002445444	0	0
YP_002445900	0	0
YP_002452410	0	0
YP_002467958	0	0
YP_002479998	0	0
YP_002529178	0	0
YP_002529744	0	0
YP_002552549	0	0
YP_002633428	0	0
YP_002633439	0	0
YP_002636110	0	0
YP_002636111	0	0
YP_002636476	0	0
YP_002638128	0	0
YP_002638141	0	0
YP_002638786	0	0
YP_002638807	0	0
YP_002639394	0	0
YP_002640141	0	0
YP_002666586	0	0
YP_002705655	0.010003546648487	0
YP_002705656	0	0
YP_002705657	0	0
YP_002706076	0	0
YP_002706077	0	0
YP_002706078	0	0
YP_002707503	0	0
YP_002735431	0	0
YP_002735988	0	0
YP_002737588	0	0
YP_002738300	0	0
YP_002740275	0	0
YP_002741884	0	0
YP_002750791	0	0
YP_002758412	0	0
YP_002773891	0	0
YP_002775228	0	0
YP_002791392	0	0
YP_002791405	0	0
YP_002791441	0	0
YP_002791715	0	0
YP_002792444	0	0
YP_002800019	0	0
YP_002800512	0	0
YP_002806276	0	0
YP_002806354	0	0
YP_002806550	0	0
YP_002807373	0	0
YP_002807856	0	0
YP_002808057	0	0
YP_002846930	0	0
YP_002847014	0	0
YP_002847275	0	0
YP_002847505	0	0
YP_002847888	0	0
YP_002847905	0	0
YP_002848372	0	0.00423211070255875
YP_002848373	0	0
YP_002848751	0	0
YP_002848913	0	0
YP_002848923	0	0
YP_002849300	0	0
YP_002849611	0	0
YP_002850060	0.00615959122337397	0
YP_002850162	0	0
YP_002850217	0	0
YP_002850805	0	0
YP_002852100	0	0
YP_002861121	0	0
YP_002886367	0	0
YP_002890644	0	0
YP_002894387	0	0
YP_002894485	0	0
YP_002894624	0	0
YP_002896634	0	0
YP_002929946	0	0
YP_002931998	0	0
YP_002932544	0	0
YP_002937728	0	0
YP_010878	0	0
YP_040163	0	0
YP_042236	0	0
YP_042788	0	0
YP_063446	0	0
YP_078703	0	0
YP_080399	0	0
YP_089932	0	0
YP_098534	0	0
YP_106067	0	0
YP_112402	0	0
YP_151445	0	0
YP_152202	0	0
YP_185622	0	0
YP_185633	0	0
YP_187949	0	0
YP_195816	0	0
YP_208590	0	0
YP_210868	0	0
YP_215504	0	0
YP_215847	0	0
YP_216904	0	0
YP_218139	0	0
YP_219359	0	0
YP_232872	0	0
YP_236040	0	0
YP_236080	0	0
YP_248152	0	0
YP_251195	0	0
YP_251227	0	0
YP_254114	0	0
YP_254125	0	0
YP_254220	0	0
YP_260346	0	0
YP_264987	0	0
YP_274443	0	0
YP_274481	0	0
YP_277581	0	0
YP_294981	0	0
YP_298289	0	0
YP_302016	0	0
YP_302113	0	0
YP_302125	0	0
YP_302230	0	0
YP_309460	0	0
YP_309461	0	0
YP_309843	0	0
YP_310046	0	0
YP_310429	0	0
YP_311196	0	0
YP_312012	0	0
YP_312344	0	0
YP_312412	0	0
YP_312991	0	0
YP_312992	0	0
YP_316450	0	0.0160850874166091
YP_348389	0	0
YP_348488	0	0
YP_349555	0	0
YP_350221	0	0
YP_369007	0	0
YP_371055	0	0
YP_371056	0	0
YP_371057	0	0
YP_401803	0	0
YP_402564	0	0
YP_403489	0	0
YP_403947	0	0
YP_404705	0	0
YP_405004	0	0
YP_405005	0	0
YP_405598	0	0
YP_405948	0	0
YP_406903	0	0
YP_407239	0	0
YP_407313	0	0
YP_408416	0	0
YP_408684	0	0
YP_409239	0	0
YP_410000	0	0
YP_410369	0	0
YP_410370	0	0
YP_416126	0	0
YP_424819	0	0
YP_440294	0	0
YP_442964	0	0
YP_454364	0	0
YP_473355	0	0
YP_492684	0	0
YP_523088	0	0
YP_536864	0	0
YP_543187	0	0
YP_550152	0	0
YP_560128	0	0.0159693673632522
YP_561834	0	0
YP_581244	0	0
YP_584847	0	0
YP_586061	0	0
YP_594556	0	0
YP_600745	0	0
YP_606823	0	0
YP_607927	0	0
YP_608499	0	0
YP_608682	0	0
YP_621023	0	0
YP_622885	0	0
YP_637442	0	0
YP_668451	0	0
YP_668774	0	0
YP_670193	0	0
YP_671782	0	0
YP_672169	0	0
YP_672170	0	0
YP_672241	0	0
YP_688009	0	0
YP_688010	0	0
YP_688360	0	0
YP_689681	0	0
YP_691296	0	0
YP_691420	0	0
YP_691421	0	0
YP_695835	0	0
YP_698526	0	0
YP_746446	0	0
YP_758631	0	0
YP_773413	0	0
YP_776581	0	0
YP_776582	0	0
YP_776583	0	0
YP_788911	0	0
YP_788912	0	0
YP_788913	0	0
YP_789012	0	0.0223651593298948
YP_790742	0	0
YP_791220	0	0
YP_791221	0	0
YP_791281	0	0
YP_792720	0	0
YP_793056	0	0
YP_793057	0	0
YP_808159	0	0
YP_838977	0	0
YP_852164	0	0
YP_853293	0	0
YP_854844	0	0
YP_855286	0	0
YP_857635	0	0
YP_859120	0	0
YP_859822	0	0
YP_878662	0	0
YP_894098	0	0
YP_905232	0	0
YP_932216	0	0
YP_966872	0	0
YP_970399	0	0
YP_981592	0	0
YP_985461	0	0
YP_992987	0	0
YP_992988	0	0
YP_997055	0	0
Z12001.1.gene1.p1	0	0
Z21523.gene.p01	0	0
Z22590.1.gene1.p01	0	0
Z28968.gene.p01	0	0
Z33413.1.gene3.p01	0	0
Z49084.1.gene1.p01	0	0
Z54241.1.gene2.p01	0	0
ZP_00051658	0	0
ZP_00155442	0	0
ZP_00156276	0	0
ZP_00235180	0	0
ZP_00742443	0	0
ZP_00946143	0	0
ZP_00990220	0	0
ZP_01072284	0	0
ZP_01172195	0	0
ZP_01172287	0	0
ZP_01259020	0	0
ZP_01438526	0	0
ZP_01722744	0	0
ZP_01723236	0	0
ZP_01769103	0	0
ZP_01788419	0	0
ZP_01813310	0	0
ZP_01819864	0	0
ZP_01834487	0	0
ZP_01950974	0	0
ZP_01974653	0	0
ZP_02007607	0	0
ZP_02108902	0	0
ZP_02194849	0	0
ZP_02197344	0	0
ZP_02213597	0	0
ZP_02344185	0	0
ZP_02344978	0	0
ZP_02345654	0	0
ZP_02346204	0	0
ZP_02346647	0	0
ZP_02357856	0	0
ZP_02357857	0	0
ZP_02360222	0	0
ZP_02365020	0	0
ZP_02367088	0	0
ZP_02371789	0	0
ZP_02371790	0	0
ZP_02374815	0	0
ZP_02377226	0	0
ZP_02405550	0	0
ZP_02414083	0	0
ZP_02463551	0	0
ZP_02465588	0	0
ZP_02465589	0	0
ZP_02508655	0	0
ZP_02511926	0	0
ZP_02571364	0	0
ZP_02573259	0	0
ZP_02621059	0	0
ZP_02631430	0	0
ZP_02632674	0	0
ZP_02632675	0	0
ZP_02635322	0	0
ZP_02643483	0	0
ZP_02656523	0	0
ZP_02656843	0	0
ZP_02659083	0	0
ZP_02662290	0	0
ZP_02665869	0	0
ZP_02681785	0	0
ZP_02684554	0	0
ZP_02685546	0	0.00685105575151871
ZP_02685589	0	0
ZP_02685717	0	0
ZP_02686031	0	0
ZP_02696486	0	0
ZP_02698269	0	0
ZP_02698483	0	0
ZP_02700344	0	0
ZP_02700942	0	0
ZP_02707994	0	0
ZP_02709163	0	0
ZP_02721571	0	0
ZP_02722595	0	0
ZP_02775049	0	0
ZP_02779032	0	0
ZP_02784870	0	0
ZP_02827405	0	0
ZP_02831928	0.00615959122337397	0.00685105575151871
ZP_02834606	0	0
ZP_02846059	0	0
ZP_02848503	0	0
ZP_02863325	0	0
ZP_02865688	0	0
ZP_02884769	0	0
ZP_02889082	0	0
ZP_02889083	0	0
ZP_02889084	0	0
ZP_02892568	0	0
ZP_02900713	0	0
ZP_02900740	0	0
ZP_02901198	0	0
ZP_02901234	0	0
ZP_02901431	0	0
ZP_02901439	0	0
ZP_02901634	0	0
ZP_02901868	0	0
ZP_02902278	0	0
ZP_02902384	0	0
ZP_02902573	0	0
ZP_02902679	0	0
ZP_02902942	0	0
ZP_02903251	0	0
ZP_02903427	0	0
ZP_02903696	0	0.00685105575151871
ZP_02904358	0	0
ZP_02904979	0	0
ZP_02904980	0	0
ZP_02904981	0	0
ZP_02909221	0	0
ZP_02913367	0	0
ZP_02952732	0	0
ZP_03000297	0	0
ZP_03000572	0	0
ZP_03002230	0	0
ZP_03002663	0	0
ZP_03002705	0	0
ZP_03003660	0	0
ZP_03003683	0	0
ZP_03003738	0	0
ZP_03003741	0	0
ZP_03027239	0	0
ZP_03027991	0	0
ZP_03028124	0	0
ZP_03028356	0	0
ZP_03029343	0	0
ZP_03029420	0	0
ZP_03030251	0	0
ZP_03030545	0	0
ZP_03030547	0	0
ZP_03030551	0	0
ZP_03030716	0	0
ZP_03030905	0	0
ZP_03031860	0	0
ZP_03032068	0	0
ZP_03033545	0	0
ZP_03033664	0	0
ZP_03034063	0	0
ZP_03034990	0	0
ZP_03041010	0	0
ZP_03041263	0	0
ZP_03042915	0	0
ZP_03043001	0	0
ZP_03043238	0	0
ZP_03044758	0	0
ZP_03044893	0	0
ZP_03045710	0	0
ZP_03048355	0	0
ZP_03048536	0	0
ZP_03048876	0	0
ZP_03049119	0	0
ZP_03050303	0	0
ZP_03050421	0	0
ZP_03051054	0	0
ZP_03052661	0	0
ZP_03053667	0	0
ZP_03054084	0	0
ZP_03059695	0	0
ZP_03060956	0	0
ZP_03063004	0	0
ZP_03063399	0	0
ZP_03063464	0	0
ZP_03063547	0	0
ZP_03064089	0	0
ZP_03064101	0	0
ZP_03064513	0	0
ZP_03064581	0	0
ZP_03064700	0	0
ZP_03064983	0	0
ZP_03065057	0	0
ZP_03065389	0	0.00685105575151871
ZP_03065589	0	0
ZP_03066488	0	0
ZP_03067876	0	0
ZP_03069403	0	0
ZP_03072121	0	0
ZP_03074747	0	0
ZP_03075977	0	0
ZP_03078078	0	0
ZP_03079543	0	0
ZP_03099548	0	0
ZP_03102911	0	0
ZP_03105209	0	0
ZP_03105677	0	0
ZP_03149247	0	0
ZP_03163985	0	0
ZP_03164918	0	0
ZP_03215830	0	0
ZP_03217990	0	0
ZP_03221593	0	0
ZP_03222019	0	0
ZP_03223548	0.00624634602933698	0
ZP_03224561	0	0
ZP_03225116	0	0
ZP_03227726	0	0
ZP_03229684	0	0
ZP_03232649	0	0
ZP_03232999	0	0
ZP_03233797	0	0
ZP_03265942	0	0
ZP_03345948	0	0
ZP_03347409	0	0
ZP_03359886	0	0
ZP_03381912	0	0
ZP_03412557	0	0
ZP_03452771	0	0
ZP_03453095	0	0
ZP_03466816	0	0
ZP_03541894	0	0
ZP_03552050	0	0
ZP_03555962	0	0
ZP_03561873	0	0
ZP_03564086	0	0
ZP_03573944	0	0
ZP_03573945	0	0
ZP_03577554	0	0
ZP_03583211	0	0
ZP_03585936	0	0
ZP_03589930	0	0
ZP_03589973	0	0
ZP_03592168	0	0
ZP_03593907	0	0
ZP_03612802	0	0
ZP_03612813	0	0
ZP_03614478	0	0
ZP_03624201	0	0
ZP_03790349	0	0
ZP_03822933	0	0
ZP_03823621	0	0
ZP_03823622	0	0
ZP_03829223	0	0
ZP_03832747	0	0.00426054138866039
ZP_03833009	0	0
ZP_03841721	0	0
ZP_03903435	0	0
ZP_03915077	0	0
ZP_03916453	0	0
ZP_03917649	0	0
ZP_03917780	0	0
ZP_03923764	0	0
ZP_03930663	0	0
ZP_03938934	0	0
ZP_03941859	0	0
ZP_03945515	0	0
ZP_03947551	0	0
ZP_03947553	0	0
ZP_03948381	0	0
ZP_03949543	0	0
ZP_03949893	0	0
ZP_03958019	0	0
ZP_03982909	0	0
ZP_03984017	0	0
ZP_03984253	0	0
ZP_03984378	0	0
ZP_03986195	0	0
ZP_03986393	0	0
ZP_03989103	0	0
ZP_03993170	0	0
ZP_04001477	0	0
ZP_04001960	0	0
ZP_04003442	0	0
ZP_04004395	0	0
ZP_04004609	0	0
ZP_04005119	0	0
ZP_04049838	0	0
ZP_04055482	0	0
ZP_04055725	0	0.0156872230635481
ZP_04060511	0	0
ZP_04060517	0	0
ZP_04064024	0	0
ZP_04064297	0	0
ZP_04065292	0	0
ZP_04070977	0	0
ZP_04072103	0	0
ZP_04073068	0	0
ZP_04079630	0	0
ZP_04081918	0	0
ZP_04083542	0	0
ZP_04084549	0	0
ZP_04090195	0	0
ZP_04091529	0	0
ZP_04096221	0	0
ZP_04096643	0	0
ZP_04097561	0	0
ZP_04102233	0	0
ZP_04103077	0	0
ZP_04107441	0	0
ZP_04109362	0	0
ZP_04113961	0	0
ZP_04114929	0	0
ZP_04115750	0	0
ZP_04120479	0	0
ZP_04121322	0	0
ZP_04144736	0	0
ZP_04145743	0	0
ZP_04146665	0	0
ZP_04150458	0	0
ZP_04151022	0	0
ZP_04156234	0	0
ZP_04167983	0	0
ZP_04168559	0	0
ZP_04168943	0	0
ZP_04173668	0	0
ZP_04174269	0	0
ZP_04174725	0	0
ZP_04175489	0	0
ZP_04185253	0	0
ZP_04187115	0	0
ZP_04191906	0	0
ZP_04192734	0	0
ZP_04196507	0	0
ZP_04197552	0	0
ZP_04198378	0	0
ZP_04200496	0	0
ZP_04202328	0	0
ZP_04203285	0	0
ZP_04204110	0	0
ZP_04207693	0	0
ZP_04209720	0	0
ZP_04210257	0	0
ZP_04212238	0	0
ZP_04213166	0	0
ZP_04216757	0	0
ZP_04217288	0	0
ZP_04220669	0	0
ZP_04223576	0	0
ZP_04226949	0	0
ZP_04227541	0	0
ZP_04228022	0	0
ZP_04228847	0	0
ZP_04232797	0	0
ZP_04233366	0	0
ZP_04233793	0	0
ZP_04234658	0	0
ZP_04239522	0	0
ZP_04240432	0	0
ZP_04244950	0	0
ZP_04252176	0	0
ZP_04261748	0	0
ZP_04262238	0	0
ZP_04263080	0	0
ZP_04268622	0	0
ZP_04271500	0	0
ZP_04273511	0	0
ZP_04276394	0	0
ZP_04277914	0	0
ZP_04278944	0	0
ZP_04279826	0	0
ZP_04283753	0	0
ZP_04284182	0	0
ZP_04285110	0	0
ZP_04288431	0	0
ZP_04294082	0	0
ZP_04295911	0	0
ZP_04298283	0	0
ZP_04299687	0	0
ZP_04300309	0	0
ZP_04301662	0	0
ZP_04307065	0	0
ZP_04310898	0	0
ZP_04312848	0	0
ZP_04314903	0	0
ZP_04318513	0	0
ZP_04320832	0	0
ZP_04323456	0	0
ZP_04324291	0	0
ZP_04405450	0	0
ZP_04405580	0	0
ZP_04417104	0	0
ZP_04431003	0	0
ZP_04433622	0	0
ZP_04433866	0	0
ZP_04435342	0	0
ZP_04437889	0	0
ZP_04464540	0	0
ZP_04466634	0.00461969341753047	0
ZP_04525131	0	0
ZP_04528247	0	0
ZP_04536687	0	0
ZP_04543532	0	0
ZP_04543635	0	0
